"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02064V02491","Type of Milk","UNIT","VALUE"
"AKM02","Milk Sales (Dairy) for Human Consumption","201204","2012 April","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201204","2012 April","015","Semi-skimmed milk","Million Litres","13.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201205","2012 May","001","All Milk","Million Litres","41.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201205","2012 May","012","Whole Milk","Million Litres","25.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201205","2012 May","013","Skimmed and Semi-skimmed milk","Million Litres","15.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201205","2012 May","014","Skimmed Milk","Million Litres","2.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201205","2012 May","015","Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201206","2012 June","001","All Milk","Million Litres","40.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201206","2012 June","012","Whole Milk","Million Litres","25.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201206","2012 June","013","Skimmed and Semi-skimmed milk","Million Litres","15.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201206","2012 June","014","Skimmed Milk","Million Litres","2.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201206","2012 June","015","Semi-skimmed milk","Million Litres","13.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201207","2012 July","001","All Milk","Million Litres","40.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201207","2012 July","012","Whole Milk","Million Litres","24.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201207","2012 July","013","Skimmed and Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201207","2012 July","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201207","2012 July","015","Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201208","2012 August","001","All Milk","Million Litres","41.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201208","2012 August","012","Whole Milk","Million Litres","25.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201208","2012 August","013","Skimmed and Semi-skimmed milk","Million Litres","15.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201208","2012 August","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201208","2012 August","015","Semi-skimmed milk","Million Litres","13.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201209","2012 September","001","All Milk","Million Litres","39.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201209","2012 September","012","Whole Milk","Million Litres","24.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201209","2012 September","013","Skimmed and Semi-skimmed milk","Million Litres","15.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201209","2012 September","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201209","2012 September","015","Semi-skimmed milk","Million Litres","13.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201210","2012 October","001","All Milk","Million Litres","41"
"AKM02","Milk Sales (Dairy) for Human Consumption","201210","2012 October","012","Whole Milk","Million Litres","25.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201210","2012 October","013","Skimmed and Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201210","2012 October","014","Skimmed Milk","Million Litres","2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201210","2012 October","015","Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201211","2012 November","001","All Milk","Million Litres","40.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201211","2012 November","012","Whole Milk","Million Litres","25.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201211","2012 November","013","Skimmed and Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201211","2012 November","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201211","2012 November","015","Semi-skimmed milk","Million Litres","13.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201212","2012 December","001","All Milk","Million Litres","40"
"AKM02","Milk Sales (Dairy) for Human Consumption","201212","2012 December","012","Whole Milk","Million Litres","25.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201212","2012 December","013","Skimmed and Semi-skimmed milk","Million Litres","14.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201212","2012 December","014","Skimmed Milk","Million Litres","1.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201212","2012 December","015","Semi-skimmed milk","Million Litres","13.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201301","2013 January","001","All Milk","Million Litres","40.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201301","2013 January","012","Whole Milk","Million Litres","25.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201301","2013 January","013","Skimmed and Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201301","2013 January","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201301","2013 January","015","Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201302","2013 February","001","All Milk","Million Litres","37.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201302","2013 February","012","Whole Milk","Million Litres","22.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201302","2013 February","013","Skimmed and Semi-skimmed milk","Million Litres","14.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201302","2013 February","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201302","2013 February","015","Semi-skimmed milk","Million Litres","12.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201303","2013 March","001","All Milk","Million Litres","41.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201303","2013 March","012","Whole Milk","Million Litres","25.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201303","2013 March","013","Skimmed and Semi-skimmed milk","Million Litres","15.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201303","2013 March","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201303","2013 March","015","Semi-skimmed milk","Million Litres","14.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201304","2013 April","001","All Milk","Million Litres","40.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201304","2013 April","012","Whole Milk","Million Litres","24.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201304","2013 April","013","Skimmed and Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201304","2013 April","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201304","2013 April","015","Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201305","2013 May","001","All Milk","Million Litres","41"
"AKM02","Milk Sales (Dairy) for Human Consumption","201305","2013 May","012","Whole Milk","Million Litres","25.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201305","2013 May","013","Skimmed and Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201305","2013 May","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201305","2013 May","015","Semi-skimmed milk","Million Litres","13.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201306","2013 June","001","All Milk","Million Litres","39.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201306","2013 June","012","Whole Milk","Million Litres","24.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201306","2013 June","013","Skimmed and Semi-skimmed milk","Million Litres","14.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201306","2013 June","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201306","2013 June","015","Semi-skimmed milk","Million Litres","13.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201307","2013 July","001","All Milk","Million Litres","39.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201307","2013 July","012","Whole Milk","Million Litres","24.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201307","2013 July","013","Skimmed and Semi-skimmed milk","Million Litres","15"
"AKM02","Milk Sales (Dairy) for Human Consumption","201307","2013 July","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201307","2013 July","015","Semi-skimmed milk","Million Litres","13.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201308","2013 August","001","All Milk","Million Litres","40.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201308","2013 August","012","Whole Milk","Million Litres","24.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201308","2013 August","013","Skimmed and Semi-skimmed milk","Million Litres","16.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201308","2013 August","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201308","2013 August","015","Semi-skimmed milk","Million Litres","15"
"AKM02","Milk Sales (Dairy) for Human Consumption","201309","2013 September","001","All Milk","Million Litres","39.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201309","2013 September","012","Whole Milk","Million Litres","23"
"AKM02","Milk Sales (Dairy) for Human Consumption","201309","2013 September","013","Skimmed and Semi-skimmed milk","Million Litres","16.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201309","2013 September","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201309","2013 September","015","Semi-skimmed milk","Million Litres","14.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201310","2013 October","001","All Milk","Million Litres","40.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201310","2013 October","012","Whole Milk","Million Litres","23.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201310","2013 October","013","Skimmed and Semi-skimmed milk","Million Litres","16.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201310","2013 October","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201310","2013 October","015","Semi-skimmed milk","Million Litres","15.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201311","2013 November","001","All Milk","Million Litres","40.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201311","2013 November","012","Whole Milk","Million Litres","23.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201311","2013 November","013","Skimmed and Semi-skimmed milk","Million Litres","16.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201311","2013 November","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201311","2013 November","015","Semi-skimmed milk","Million Litres","15"
"AKM02","Milk Sales (Dairy) for Human Consumption","201312","2013 December","001","All Milk","Million Litres","39.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201312","2013 December","012","Whole Milk","Million Litres","23.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201312","2013 December","013","Skimmed and Semi-skimmed milk","Million Litres","16.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201312","2013 December","014","Skimmed Milk","Million Litres","1.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201312","2013 December","015","Semi-skimmed milk","Million Litres","14.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201401","2014 January","001","All Milk","Million Litres","40.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201401","2014 January","012","Whole Milk","Million Litres","23.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201401","2014 January","013","Skimmed and Semi-skimmed milk","Million Litres","16.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201401","2014 January","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201401","2014 January","015","Semi-skimmed milk","Million Litres","15.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201402","2014 February","001","All Milk","Million Litres","36.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201402","2014 February","012","Whole Milk","Million Litres","21.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201402","2014 February","013","Skimmed and Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201402","2014 February","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201402","2014 February","015","Semi-skimmed milk","Million Litres","13.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201403","2014 March","001","All Milk","Million Litres","44.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201403","2014 March","012","Whole Milk","Million Litres","25.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201403","2014 March","013","Skimmed and Semi-skimmed milk","Million Litres","18.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201403","2014 March","014","Skimmed Milk","Million Litres","2.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201403","2014 March","015","Semi-skimmed milk","Million Litres","16.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201404","2014 April","001","All Milk","Million Litres","36.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201404","2014 April","012","Whole Milk","Million Litres","21.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201404","2014 April","013","Skimmed and Semi-skimmed milk","Million Litres","15"
"AKM02","Milk Sales (Dairy) for Human Consumption","201404","2014 April","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201404","2014 April","015","Semi-skimmed milk","Million Litres","13.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201405","2014 May","001","All Milk","Million Litres","42.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201405","2014 May","012","Whole Milk","Million Litres","24.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201405","2014 May","013","Skimmed and Semi-skimmed milk","Million Litres","17.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201405","2014 May","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201405","2014 May","015","Semi-skimmed milk","Million Litres","15.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201406","2014 June","001","All Milk","Million Litres","40.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201406","2014 June","012","Whole Milk","Million Litres","24.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201406","2014 June","013","Skimmed and Semi-skimmed milk","Million Litres","16.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201406","2014 June","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201406","2014 June","015","Semi-skimmed milk","Million Litres","14.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201407","2014 July","001","All Milk","Million Litres","39.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201407","2014 July","012","Whole Milk","Million Litres","23.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201407","2014 July","013","Skimmed and Semi-skimmed milk","Million Litres","16.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201407","2014 July","014","Skimmed Milk","Million Litres","2.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201407","2014 July","015","Semi-skimmed milk","Million Litres","14.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201408","2014 August","001","All Milk","Million Litres","39.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201408","2014 August","012","Whole Milk","Million Litres","23.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201408","2014 August","013","Skimmed and Semi-skimmed milk","Million Litres","16"
"AKM02","Milk Sales (Dairy) for Human Consumption","201408","2014 August","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201408","2014 August","015","Semi-skimmed milk","Million Litres","14.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201409","2014 September","001","All Milk","Million Litres","39.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201409","2014 September","012","Whole Milk","Million Litres","23.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201409","2014 September","013","Skimmed and Semi-skimmed milk","Million Litres","16"
"AKM02","Milk Sales (Dairy) for Human Consumption","201409","2014 September","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201409","2014 September","015","Semi-skimmed milk","Million Litres","14.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201410","2014 October","001","All Milk","Million Litres","40.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201410","2014 October","012","Whole Milk","Million Litres","23.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201410","2014 October","013","Skimmed and Semi-skimmed milk","Million Litres","16.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201410","2014 October","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201410","2014 October","015","Semi-skimmed milk","Million Litres","14.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201411","2014 November","001","All Milk","Million Litres","41.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201411","2014 November","012","Whole Milk","Million Litres","24.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201411","2014 November","013","Skimmed and Semi-skimmed milk","Million Litres","17.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201411","2014 November","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201411","2014 November","015","Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201412","2014 December","001","All Milk","Million Litres","42"
"AKM02","Milk Sales (Dairy) for Human Consumption","201412","2014 December","012","Whole Milk","Million Litres","24.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201412","2014 December","013","Skimmed and Semi-skimmed milk","Million Litres","17.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201412","2014 December","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201412","2014 December","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201501","2015 January","001","All Milk","Million Litres","42.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201501","2015 January","012","Whole Milk","Million Litres","25"
"AKM02","Milk Sales (Dairy) for Human Consumption","201501","2015 January","013","Skimmed and Semi-skimmed milk","Million Litres","17.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201501","2015 January","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201501","2015 January","015","Semi-skimmed milk","Million Litres","16"
"AKM02","Milk Sales (Dairy) for Human Consumption","201502","2015 February","001","All Milk","Million Litres","38.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201502","2015 February","012","Whole Milk","Million Litres","22.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201502","2015 February","013","Skimmed and Semi-skimmed milk","Million Litres","16"
"AKM02","Milk Sales (Dairy) for Human Consumption","201502","2015 February","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201502","2015 February","015","Semi-skimmed milk","Million Litres","14.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201503","2015 March","001","All Milk","Million Litres","45.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201503","2015 March","012","Whole Milk","Million Litres","26.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201503","2015 March","013","Skimmed and Semi-skimmed milk","Million Litres","18.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201503","2015 March","014","Skimmed Milk","Million Litres","2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201503","2015 March","015","Semi-skimmed milk","Million Litres","16.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201504","2015 April","001","All Milk","Million Litres","39.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201504","2015 April","012","Whole Milk","Million Litres","23.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201504","2015 April","013","Skimmed and Semi-skimmed milk","Million Litres","16.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201504","2015 April","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201504","2015 April","015","Semi-skimmed milk","Million Litres","14.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201505","2015 May","001","All Milk","Million Litres","43.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201505","2015 May","012","Whole Milk","Million Litres","26.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201505","2015 May","013","Skimmed and Semi-skimmed milk","Million Litres","17.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201505","2015 May","014","Skimmed Milk","Million Litres","2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201505","2015 May","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201506","2015 June","001","All Milk","Million Litres","41.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201506","2015 June","012","Whole Milk","Million Litres","24.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201506","2015 June","013","Skimmed and Semi-skimmed milk","Million Litres","16.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201506","2015 June","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201506","2015 June","015","Semi-skimmed milk","Million Litres","14.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201507","2015 July","001","All Milk","Million Litres","43.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201507","2015 July","012","Whole Milk","Million Litres","25.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201507","2015 July","013","Skimmed and Semi-skimmed milk","Million Litres","17.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201507","2015 July","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201507","2015 July","015","Semi-skimmed milk","Million Litres","15.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201508","2015 August","001","All Milk","Million Litres","43.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201508","2015 August","012","Whole Milk","Million Litres","25.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201508","2015 August","013","Skimmed and Semi-skimmed milk","Million Litres","18"
"AKM02","Milk Sales (Dairy) for Human Consumption","201508","2015 August","014","Skimmed Milk","Million Litres","2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201508","2015 August","015","Semi-skimmed milk","Million Litres","16"
"AKM02","Milk Sales (Dairy) for Human Consumption","201509","2015 September","001","All Milk","Million Litres","42.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201509","2015 September","012","Whole Milk","Million Litres","24.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201509","2015 September","013","Skimmed and Semi-skimmed milk","Million Litres","17.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201509","2015 September","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201509","2015 September","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201510","2015 October","001","All Milk","Million Litres","43.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201510","2015 October","012","Whole Milk","Million Litres","25.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201510","2015 October","013","Skimmed and Semi-skimmed milk","Million Litres","17.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201510","2015 October","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201510","2015 October","015","Semi-skimmed milk","Million Litres","16.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201511","2015 November","001","All Milk","Million Litres","41.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201511","2015 November","012","Whole Milk","Million Litres","24.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201511","2015 November","013","Skimmed and Semi-skimmed milk","Million Litres","17.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201511","2015 November","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201511","2015 November","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201512","2015 December","001","All Milk","Million Litres","41.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201512","2015 December","012","Whole Milk","Million Litres","24.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201512","2015 December","013","Skimmed and Semi-skimmed milk","Million Litres","17.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201512","2015 December","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201512","2015 December","015","Semi-skimmed milk","Million Litres","15.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201601","2016 January","001","All Milk","Million Litres","42.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201601","2016 January","012","Whole Milk","Million Litres","24.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201601","2016 January","013","Skimmed and Semi-skimmed milk","Million Litres","17.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201601","2016 January","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201601","2016 January","015","Semi-skimmed milk","Million Litres","15.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201602","2016 February","001","All Milk","Million Litres","41.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201602","2016 February","012","Whole Milk","Million Litres","24.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201602","2016 February","013","Skimmed and Semi-skimmed milk","Million Litres","17.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201602","2016 February","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201602","2016 February","015","Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201603","2016 March","001","All Milk","Million Litres","43.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201603","2016 March","012","Whole Milk","Million Litres","25.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201603","2016 March","013","Skimmed and Semi-skimmed milk","Million Litres","18.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201603","2016 March","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201603","2016 March","015","Semi-skimmed milk","Million Litres","16.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201604","2016 April","001","All Milk","Million Litres","43.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201604","2016 April","012","Whole Milk","Million Litres","25.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201604","2016 April","013","Skimmed and Semi-skimmed milk","Million Litres","17.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201604","2016 April","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201604","2016 April","015","Semi-skimmed milk","Million Litres","16.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201605","2016 May","001","All Milk","Million Litres","45.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201605","2016 May","012","Whole Milk","Million Litres","27.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201605","2016 May","013","Skimmed and Semi-skimmed milk","Million Litres","18.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201605","2016 May","014","Skimmed Milk","Million Litres","1.8"
